2.493766e-03 1.276042e-03
4.987531e-03 1.285681e-03
7.481297e-03 1.295409e-03
9.975062e-03 1.305226e-03
1.246883e-02 1.315136e-03
1.496259e-02 1.325137e-03
1.745636e-02 1.335233e-03
1.995012e-02 1.345424e-03
2.244389e-02 1.355712e-03
2.493766e-02 1.366097e-03
2.743142e-02 1.376581e-03
2.992519e-02 1.387166e-03
3.241895e-02 1.397853e-03
3.491272e-02 1.408644e-03
3.740648e-02 1.419540e-03
3.990025e-02 1.430541e-03
4.239401e-02 1.441651e-03
4.488778e-02 1.452871e-03
4.738155e-02 1.464202e-03
4.987531e-02 1.475645e-03
5.236908e-02 1.487203e-03
5.486284e-02 1.498877e-03
5.735661e-02 1.510669e-03
5.985037e-02 1.522581e-03
6.234414e-02 1.534614e-03
6.483791e-02 1.546771e-03
6.733167e-02 1.559052e-03
6.982544e-02 1.571461e-03
7.231920e-02 1.584000e-03
7.481297e-02 1.596669e-03
7.730673e-02 1.609471e-03
7.980050e-02 1.622409e-03
8.229426e-02 1.635485e-03
8.478803e-02 1.648700e-03
8.728180e-02 1.662057e-03
8.977556e-02 1.675558e-03
9.226933e-02 1.689206e-03
9.476309e-02 1.703003e-03
9.725686e-02 1.716952e-03
9.975062e-02 1.731054e-03
1.022444e-01 1.745313e-03
1.047382e-01 1.759731e-03
1.072319e-01 1.774311e-03
1.097257e-01 1.789056e-03
1.122195e-01 1.803969e-03
1.147132e-01 1.819052e-03
1.172070e-01 1.834308e-03
1.197007e-01 1.849740e-03
1.221945e-01 1.865353e-03
1.246883e-01 1.881147e-03
1.271820e-01 1.897128e-03
1.296758e-01 1.913298e-03
1.321696e-01 1.929661e-03
1.346633e-01 1.946221e-03
1.371571e-01 1.962980e-03
1.396509e-01 1.979943e-03
1.421446e-01 1.997113e-03
1.446384e-01 2.014494e-03
1.471322e-01 2.032091e-03
1.496259e-01 2.049907e-03
1.521197e-01 2.067947e-03
1.546135e-01 2.086214e-03
1.571072e-01 2.104714e-03
1.596010e-01 2.123450e-03
1.620948e-01 2.142428e-03
1.645885e-01 2.161653e-03
1.670823e-01 2.181128e-03
1.695761e-01 2.200860e-03
1.720698e-01 2.220853e-03
1.745636e-01 2.241114e-03
1.770574e-01 2.261646e-03
1.795511e-01 2.282456e-03
1.820449e-01 2.303550e-03
1.845387e-01 2.324934e-03
1.870324e-01 2.346613e-03
1.895262e-01 2.368595e-03
1.920200e-01 2.390885e-03
1.945137e-01 2.413491e-03
1.970075e-01 2.436419e-03
1.995012e-01 2.459676e-03
2.019950e-01 2.483270e-03
2.044888e-01 2.507208e-03
2.069825e-01 2.531498e-03
2.094763e-01 2.556148e-03
2.119701e-01 2.581165e-03
2.144638e-01 2.606560e-03
2.169576e-01 2.632340e-03
2.194514e-01 2.658514e-03
2.219451e-01 2.685092e-03
2.244389e-01 2.712084e-03
2.269327e-01 2.739499e-03
2.294264e-01 2.767347e-03
2.319202e-01 2.795640e-03
2.344140e-01 2.824387e-03
2.369077e-01 2.853602e-03
2.394015e-01 2.883294e-03
2.418953e-01 2.913476e-03
2.443890e-01 2.944162e-03
2.468828e-01 2.975363e-03
2.493766e-01 3.007093e-03
2.518703e-01 3.005448e-03
2.543641e-01 2.992789e-03
2.568579e-01 2.980380e-03
2.593516e-01 2.968213e-03
2.618454e-01 2.956285e-03
2.643392e-01 2.944589e-03
2.668329e-01 2.933120e-03
2.693267e-01 2.921874e-03
2.718204e-01 2.910845e-03
2.743142e-01 2.900028e-03
2.768080e-01 2.889419e-03
2.793017e-01 2.879014e-03
2.817955e-01 2.868808e-03
2.842893e-01 2.858798e-03
2.867830e-01 2.848978e-03
2.892768e-01 2.839345e-03
2.917706e-01 2.829896e-03
2.942643e-01 2.820627e-03
2.967581e-01 2.811533e-03
2.992519e-01 2.802613e-03
3.017456e-01 2.793862e-03
3.042394e-01 2.785276e-03
3.067332e-01 2.776854e-03
3.092269e-01 2.768592e-03
3.117207e-01 2.760486e-03
3.142145e-01 2.752535e-03
3.167082e-01 2.744735e-03
3.192020e-01 2.737083e-03
3.216958e-01 2.729577e-03
3.241895e-01 2.722214e-03
3.266833e-01 2.714992e-03
3.291771e-01 2.707908e-03
3.316708e-01 2.700960e-03
3.341646e-01 2.694146e-03
3.366584e-01 2.687463e-03
3.391521e-01 2.680910e-03
3.416459e-01 2.674483e-03
3.441397e-01 2.668182e-03
3.466334e-01 2.662004e-03
3.491272e-01 2.655946e-03
3.516209e-01 2.650008e-03
3.541147e-01 2.644187e-03
3.566085e-01 2.638482e-03
3.591022e-01 2.632890e-03
3.615960e-01 2.627411e-03
3.640898e-01 2.622041e-03
3.665835e-01 2.616781e-03
3.690773e-01 2.611628e-03
3.715711e-01 2.606580e-03
3.740648e-01 2.601636e-03
3.765586e-01 2.596795e-03
3.790524e-01 2.592055e-03
3.815461e-01 2.587415e-03
3.840399e-01 2.582873e-03
3.865337e-01 2.578429e-03
3.890274e-01 2.574080e-03
3.915212e-01 2.569826e-03
3.940150e-01 2.565665e-03
3.965087e-01 2.561597e-03
3.990025e-01 2.557619e-03
4.014963e-01 2.553731e-03
4.039900e-01 2.549931e-03
4.064838e-01 2.546220e-03
4.089776e-01 2.542594e-03
4.114713e-01 2.539055e-03
4.139651e-01 2.535599e-03
4.164589e-01 2.532227e-03
4.189526e-01 2.528938e-03
4.214464e-01 2.525730e-03
4.239401e-01 2.522603e-03
4.264339e-01 2.519555e-03
4.289277e-01 2.516586e-03
4.314214e-01 2.513696e-03
4.339152e-01 2.510882e-03
4.364090e-01 2.508145e-03
4.389027e-01 2.505483e-03
4.413965e-01 2.502896e-03
4.438903e-01 2.500383e-03
4.463840e-01 2.497943e-03
4.488778e-01 2.495575e-03
4.513716e-01 2.493279e-03
4.538653e-01 2.491054e-03
4.563591e-01 2.488900e-03
4.588529e-01 2.486815e-03
4.613466e-01 2.484799e-03
4.638404e-01 2.482852e-03
4.663342e-01 2.480973e-03
4.688279e-01 2.479160e-03
4.713217e-01 2.477414e-03
4.738155e-01 2.475734e-03
4.763092e-01 2.474120e-03
4.788030e-01 2.472570e-03
4.812968e-01 2.471084e-03
4.837905e-01 2.469663e-03
4.862843e-01 2.468304e-03
4.887781e-01 2.467008e-03
4.912718e-01 2.465775e-03
4.937656e-01 2.464603e-03
4.962594e-01 2.463492e-03
4.987531e-01 2.462442e-03
5.012469e-01 2.461452e-03
5.037406e-01 2.460523e-03
5.062344e-01 2.459652e-03
5.087282e-01 2.458841e-03
5.112219e-01 2.458088e-03
5.137157e-01 2.457394e-03
5.162095e-01 2.456757e-03
5.187032e-01 2.456177e-03
5.211970e-01 2.455655e-03
5.236908e-01 2.455189e-03
5.261845e-01 2.454779e-03
5.286783e-01 2.454425e-03
5.311721e-01 2.454127e-03
5.336658e-01 2.453884e-03
5.361596e-01 2.453696e-03
5.386534e-01 2.453562e-03
5.411471e-01 2.453483e-03
5.436409e-01 2.453457e-03
5.461347e-01 2.453485e-03
5.486284e-01 2.453566e-03
5.511222e-01 2.453701e-03
5.536160e-01 2.453888e-03
5.561097e-01 2.454127e-03
5.586035e-01 2.454418e-03
